,Unnamed: 0_x,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,Unnamed: 0_y,review_id,user_id,stars_y,useful,funny,cool,text,date
42716,120417,hxB3ChW_IENkzAn_CyVnZQ,Krispy Kreme,5812 N Illinois St,Fairview Heights,IL,62208,38.5852347,-89.9843882,3.0,37,1,"{'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True'}","Food, Donuts, Coffee & Tea, Bagels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",42759,pXqoGu228WZyeA-7WYu-Ag,WztVp9OXCF2UMm7W5WT0Iw,5.0,0,0,0,"What can I say about the awesomeness that is Krispy Kream? I've visited many through the years and this one held up to the standards that I'm used to.  Drive through, hot doughnuts... happiness!",2012-04-29 18:30:25
42755,120458,ck5Nutbq3LxyZcz6RCkxHw,Olde World Jewelers,4614 N Illinois St,Fairview Heights,IL,62208,38.571529999999996,-89.98343299999999,5.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'False'}","Jewelry, Shopping","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-15:0'}",42917,xB2H_1K-AA_96-skKvB9jQ,vDpq2qZUp0vjwrEK2VRHLQ,5.0,0,0,0,"George, owner of Olde World Jewelers, is a true artisan! My wife & I were recommended to them by a mutual friend & honestly, we couldn't have been happier! My wife wanted to have her wedding band made from some of her deceased mother's jewelry & some of her diamonds used as well. George was very accommodating & was able to create a band that my wife was thrilled with!",2008-12-12 00:52:37
42764,120487,OViyxPrtyYDcBVEA_0MEWQ,Auffenberg Chrysler Dodge Jeep Ram,176 Auto Ct,O'Fallon,IL,62269,38.596451,-89.958109,3.5,13,1,{'BusinessAcceptsCreditCards': 'True'},"Car Dealers, Auto Repair, Automotive","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:30-18:0'}",44801,EK1nnnBpkxoFFX0m7O7mEA,SyNs7kEz2d6PNWM7kNRc6w,1.0,2,0,0,Might be better to make the the drive distance than to go to this dealer for service.  Called twice to schedule service on a recall part they ordered. First call the individual could even figure out how to see my account and I had to call back to get some one different. Second call was met by a VERY Rude individual that could find my account but not the recall and then went in to tell me I should know it. When I explained what was on the dealers service paperwork she stated that wasn't accurate enough and what does my recall letter state. I then got frustrated as I gave it to the service department for them to order it so she should be able to see it in my account! Then when I asked to speak to her manager was hung up on! Go somewhere else!,2018-07-23 19:01:48
42777,120517,w4LCmXTPQWNqNKCLRxi7eg,Solve Your System,519 W US Hwy 50,O Fallon,IL,62269,38.588190000000004,-89.919145,4.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"IT Services & Computer Repair, Local Services","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",42805,Pod31bh4d0IorhrQbGRxtQ,TEv0Uf_ayeR-3PyQZFGm2g,5.0,2,0,0,"I have been building computers for nearly 20 years and have been published more than a dozen times in three different countries, but even I need help sometimes. That's where these guys come in. This is where you'll find a level of professionalism that you may not be used to. This is not like going to your local Best Buy where the kid you're talking to really only knows what he was taught on his monthly computer training. They also have normal pricing and not some jacked up pricing standard.
.
Recently, I went there to buy a video card for my daughter's computer and was happy to see it was a normal price even when all of this crypto currency mining is going on. Online retailers are selling this exact card for 50% more just because they know they'll get it. You'll never find me in a Micro Center or another big box store looking for computer parts. Solve your system will always have my business and my respect",2017-09-09 14:25:04
42786,120551,AyNciRYmmhHFwGEsMWy_7Q,Hardee's,2720 Godfrey Rd,Godfrey,IL,62035,38.92358,-90.192288616,2.0,7,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'RestaurantsPriceRange2': '2'}","Fast Food, Restaurants, Burgers","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '6:0-22:0'}",46382,U8jQkJZSBu6y3WDqAx3h8Q,rTA2-Bk90J7B95FDtf_LrA,1.0,0,0,0,"Just had an extremely disappointing experience with the Hardee's in Godfrey/ Alton.  We ordered 2 Big Roast Beef sandwiches to bring home but first we had to go back through the drive through because they failed to include any sauces.  The sandwiches were cold and very dry plus there was a paltry amount of meat on the them.  Also quality control was very much lacking.  So much so that I grabbed my kitchen scale only to find that one sandwich had 2.3 Oz of meat and the other had 1.9 ounces of meat.  That made me wonder just how much beef there is supposed to be.  Now, the Hardee's site has no information on the amount of beef, just a total calorie count and nutritional breakdown of the total sandwich.  But I did find a couple calorie counter sites that did give the info with a breakdown.
According to those reports the Big Roast Beef has 85 grams of beef, but upon doing the math 85 grams comes to roughly 2.99 ounces!  So, get with it Hardee's and ensure better quality...oh yeah, that au jus that's advertised was completely missing!  Dry as a bone paltry sandwich!",2020-11-06 19:49:51
42793,120601,lRgVmRpHAHWMIEGCt7dQ0w,Downtown Belleville YMCA - Kern Center,200 S Illinois St,Belleville,IL,62220,38.5110541244,-89.9837349563,3.0,12,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': 'None', 'WheelchairAccessible': 'True'}","Child Care & Day Care, Summer Camps, Fitness & Instruction, Local Services, Gyms, Active Life, Community Service/Non-Profit","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-21:0', 'Saturday': '9:0-13:0', 'Sunday': '12:0-18:0'}",45073,ICL4253fZHjkRJtejvsrJg,gd8izmN8P9rnr08RqRzlMw,5.0,0,5,0,"I enjoy the downtime Belleville YMCA because of the staff they have, they have the Sauna you could use after a good workout, & it's an all around good place for he Family.",2018-04-03 21:28:00
42807,120666,7gXV1qOAPZDR62gB8PGfZQ,Fire-N-Smoke Wood-Fired Kitchen,1214 Central Park Dr,O'Fallon,IL,62269,38.5766684948,-89.93384633209999,3.5,36,0,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True'}","Restaurants, Pizza, American (Traditional), Burgers, Barbeque","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",42765,w4_kXZobL8uZqA7y2o1LYw,_eq1Vrxqb94Sb0qPmkmJ7A,4.0,0,0,0,"Great BBQ!! Good service.  I tried the burnt ends and the St. Louis Style ribs. They were both very good. I tried 4 sides. Fried okra, cucumber salad, sweet potato, and potato twist. I did not experiment with any other sauces. I need to remember that the next time, I visit. Yes, I will be back!!! Lastly, prices were reasonably.",2015-08-20 01:54:53
42844,120693,nAnlqsDQiAYN2l6Sk1ezEw,Imo's Pizza,654 N Market St,Waterloo,IL,62298,38.34583189999999,-90.1500921,3.5,15,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'BikeParking': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Italian, Sandwiches, Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:30-19:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-19:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",42761,SveoEqjEF9C8xtLUAkQEqg,ffWELA9sY-_tJtgrr9AAGw,3.0,0,0,0,"This is a neat little Italian place that isn't too upscale, but is also small and quaint enough for a quick work lunch.  They have great toppings and definitely have their own recipe.  It is a little pricey for what you get.",2014-05-26 18:09:41
42859,120776,OZBgthytxfarbq3dCmuFKw,West Belleville Nail Spa,5860 Belleville Crossing St,Belleville,IL,62226,38.527634,-90.035377,2.5,25,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'False'}","Beauty & Spas, Nail Salons","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",42845,JNgFHJmqurz3ifQE4fJ1Og,GyabRguUrhoPxng4-Bo3nA,5.0,0,0,0,Best nail service I've ever had. Truly the most friendly people I've ever encountered. I came with my mom and my two boys ( ages 10 & 6) and we all got pedicures! Very attentive and kind. Will only come here! Love that they are sweet with kids!,2017-06-07 22:30:33
42884,120805,o-LnWJfKQRaOcaDrR7KKsw,Chipotle Mexican Grill,2200 Troy Rd,Edwardsville,IL,62025,38.786358250999996,-89.95027542540001,2.0,10,1,,"Fast Food, Restaurants, Mexican","{'Monday': '10:45-22:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}",46373,EOH5M6BFr3cdNQjqB9U73g,qvZDpGXUEX_uf010_auDMA,2.0,0,0,0,"Won't go back for some time.  Quality is 50% decent and 50% bad.  Today was last visit in some time.  Brisket was burnt and over seasoned, couldn't eat it, and quality of staff is poor.  Teenagers with bad attitude, and get sauce and cream all over covers of food, when asked if they are going to wipe it up was told to get napkins over on side.",2021-10-12 21:47:15
42894,120808,MTXCqknh-kRGHKA4U_ICLg,Kettle River Furniture & Bedding,1091 S State Rte 157,Edwardsville,IL,62025,38.786460399999996,-89.98026750000001,3.0,9,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Kitchen & Bath, Furniture Reupholstery, Mattresses, Home Decor, Furniture Stores, Local Services, Office Equipment, Shopping, Home & Garden","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '12:0-18:0'}",45478,Bs9LJs5i_2wFuF1fKsQw4Q,6n84Vb9RwjFgfQuszKtvHg,5.0,0,0,0,"We bought a dining room table, chairs and buffet from them, along with the table pad. everything arrived quickly and looks like new even though it is now two years old. We had an awesome experience. I saw the negative reviews, but glad we went there. Took about a week to receive our furniture -where when we bought from Ashley we were told 4 and it took 9!",2019-03-17 14:05:53
42904,120848,r57k6QdC2uS7VQIgwwYfaw,Princivalli's Cafe,602 E 3rd St,Alton,IL,62002,38.8904785,-90.1767686,3.5,14,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'""}","Italian, Pizza, Restaurants",,43083,ajHxVn8RiqQxUW7Mekaf7Q,zAksIuco3CDwYGQiUg2wCA,4.0,0,0,0,"A cute place to go for some good pizza.  Their other dishes aren't bad, but a little too greasy for my taste.  It has the ambiance of a place that was just opened a couple weeks ago, so it's best for a lunch meal.  But it's definitely a good place to go with friends or a casual date.",2006-03-06 19:25:48
42918,121009,qQrNp9Q_-1GC1eRGv-HZLg,Proving Ground,180 Columbia Ctr,Columbia,IL,62236,38.4459071,-90.2195384,4.5,48,1,"{'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'""}","Food, Coffee & Tea, Soup, Restaurants, Coffee Roasteries, Breakfast & Brunch","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",42734,LdZRFq9fKyLGkObmnXsBwA,0tv5ygBIYAJXomzntvqTvQ,5.0,0,0,0,My husband and I love traveling around finding local cafes that source local and CLEAN food. And major bonus if it includes delicious coffee. Proving Grounds did not disappoint!!! Wonderful place & wonderful employees! We drove 40 minutes & will be back!,2018-10-04 13:15:01
42970,121057,4Uk82qhmG_HLvBVJkiZCpw,ZaZa Nails & Spa,4225 Sstate Rt 159,Glen Carbon,IL,62034,38.7720567735,-89.9568566055,3.5,89,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Day Spas, Nail Salons, Nail Technicians","{'Monday': '9:30-20:0', 'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",42731,gwZgCmlRJqnoavHnsyZv0A,z8J2HVBc9VFpPwmR1TX-kg,5.0,0,0,0,"I absolutely LOVE this place! The prices are great, the service is great, and the job that they do on my nails is amazing!
I love that when I walk in the door, I get greeted with a smile. I'm usually asked what I want, before I even sign in and even when I don't have an appointment, they still manage to get me taken care of. 
I've been here three times, so far, and have loved each manicure! 
Sometimes, there can be a language barrier at some places, but not here. I love that I can sit and chat and joke like we're old friends. I can't express enough how great this place is; I tell everyone, who will listen, where I get my nails done!!",2016-07-04 05:21:56
43059,121070,mbFovrFL60UWpwBfv42RVg,China Wok,2702 Godfrey Rd,Godfrey,IL,62035,38.922394,-90.192598,4.0,20,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True'}","Chinese, Restaurants",,42913,8hT3L4P-brzTijesFhCJ-g,hm7wd2a9nAwHUVcKOushEQ,4.0,2,0,0,"We've lived in the Godfrey/Alton area for 2 years now and finally found good asian food.  We didn't expect to find authentic food at a place with such a generic name.  I ordered the pho and it was delicious and in a huge bowl.  The owner said her pho broth is simmered for a full 24 hours, and I can tell the difference.  My wife ordered beef and broccoli which was also good.  They have a full menu of normal Chinese food, plus three Vietnamese dishes.  I recommend trying this place out.  It doesn't look like it, but it's a real find.  We will be coming back soon!",2015-09-01 01:41:20
43081,121201,WQYiPwm4iHCaJhyUlcyQXQ,Argosy Casino Alton,1 Piasa St,Alton,IL,62002,38.8888296,-90.1868203282,2.5,20,1,"{'GoodForDancing': 'False', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'HappyHour': 'False', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'CoatCheck': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""'free'"", 'Music': ""{'live': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Casinos, Restaurants, Music Venues, Nightlife, Arts & Entertainment, American (New)","{'Monday': '9:0-2:0', 'Tuesday': '9:0-2:0', 'Wednesday': '9:0-2:0', 'Thursday': '9:0-2:0', 'Friday': '9:0-3:0', 'Saturday': '9:0-3:0', 'Sunday': '9:0-2:0'}",42866,rAuNHxn3Yjob34y02b5zbQ,3j50d_OtZ5gCTW4uZIFw9Q,3.0,2,2,0,"All the staff are overly friendly which isn't a bad thing but I understand it probably means they are begging for as much business as possible.  Nothing really stands out about the casino, it's riverboat gambling while docked and the furnishings seem dated.  Just a relatively small gambling place clinging on to the older clientele, I was the youngest there by far.  God bless them for trying but this isn't my cup of tea!  Everything just felt *sad* in there, no vibrancy, no life, just another business struggling to make ends meet or so it seems.",2016-01-18 03:30:38
43101,121228,5lbq0veZ3Dzf3CCvLWswTA,Auffenberg Volkswagen,1708 New Car Dr,O'Fallon,IL,62269,38.596356899999996,-89.9572079,3.0,14,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Car Dealers, Used Car Dealers, Auto Loan Providers, Auto Repair","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:30-18:0'}",44647,2n4gfF6TYpN_9snIBx_g6Q,CyJxsgv_QKcWLuvTVcNyPA,5.0,0,0,0,"Brought my Passat SE that I bought from Auffenberg VW for the free 20,000 mile service. I love this place.. I was greeted by Jeff Bean with a smile wanting to help me in a timely manor. The same way sales treats their customers as well, a very at home feeling when I am here. All aroung great job thank you for the wonderfull service.",2014-07-07 18:18:59
43117,121319,1wzEAuZE1W-dhzcYWGW7Xg,Verizon,6695 Edwardsville Crossing Dr,Edwardsville,IL,62025,38.7891816258,-89.95255976920001,3.0,13,1,"{'RestaurantsPriceRange2': '4', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'None', 'RestaurantsDelivery': 'True', 'BikeParking': 'None', 'RestaurantsTakeOut': 'True'}","Internet Service Providers, Professional Services, Home Services, Mobile Phones, Electronics, Shopping","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-17:0'}",43316,QTIznTR6yF3gRFnmFlSdHA,kQdA-2XD8Bl5Dwl07ZVhGg,5.0,1,1,0,Scott did a fantastic job helping us return and exchange our phone.  On our second trip we had virtually no wait.  Scott was well informed of the programs and options.  He explained everything in terms we could easily understand.  I was simply impressed with the level of service.,2015-08-09 19:59:24
43130,121342,imJD8f5gZjPT4D5UGZoaVQ,Hawthorne Animal Hospital,5 Cougar Dr,Glen Carbon,IL,62034,38.779457799999996,-89.9572726,2.5,39,1,,"Pet Boarding, Pets, Pet Groomers, Pet Services, Veterinarians, Pet Sitting","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",42869,i4WwLcTJ_qVW7-B7iKuUXA,0Ni_J0LtbHo9wtSJHfI3tg,5.0,0,0,0,"Took my dog to Hawthorne animal hospital today.  The staff is very nice and professional . Diesel wants to thank you. He's feeling much better. Thank you, I highly recommend this place for your pet's needs.",2018-07-08 02:48:34
43169,121480,Nm9Y9fiF_VntIQ0QEwm5vw,Reconditioned Appliances,701 north belt west,Swansea,IL,62226,38.5357850607,-89.990054,1.5,10,1,,"Shopping, Appliances, Local Services, Home & Garden, Mattresses, Appliances & Repair","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:0'}",44788,CdNapFFsCB0Pg3m4-GDyzw,Bc2JV6b5cyLhUtlb5Av8GA,1.0,0,0,0,"Only 1 star.  A minus 5 stars would be more appropriate. My daughter was ripped off by them and also a friend. The latest a dryer that made squeal sounds. The tech found bad bearings. Solution? Not replacing the motor, spray grease into it. Oh good the bearings just have a quiet growl to them. Could maybe get another 6 months out of it. 
I traded the washer/dryer set back to them for freezer. Of course it sells for less money. But did it work?  You bet it didn't, 3 degrees above zero does not make it a good freezer. After returning it and leaving it for a week it's still not right. I was lied to about it. I won't try to get into the conversations. I know about Refrigeration and I will do the repairs. Liars and cheaters is what you get at this place.  They get the appliances from anywhere it's free. Even from the road side. Please tell everyone you know.",2018-11-19 22:16:43
43179,121506,DSFyuSSZOQ6fIQYauZP4AA,ALDI,1635 W US Hwy 50,O'fallon,IL,62269,38.5918896173,-89.9564666748,4.0,9,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Beer, Wine & Spirits, Organic Stores, Grocery, Food, Specialty Food, Fruits & Veggies, Discount Store, Meat Shops, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '8:30-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '8:30-20:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",43372,fECSqqn8IRyon3upe06LhQ,6DvAe0exMixSHgrj-gdGww,4.0,0,0,0,"I went here for the first time in a long time today and the renovations look great.  All of isles seem bigger.  Everything feels less crowded than before.  The food quality is good, and the prices are even better.  Wonderful location.",2017-11-20 01:23:50
43188,121620,3MLWa_7xCRCvmbiuaXgmvA,All About Eyes - O' Fallon,1222 Central Park Dr,O'Fallon,IL,62269,38.5774392552,-89.93444129999999,3.5,9,1,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': 'None', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Eyewear & Opticians, Health & Medical, Shopping, Laser Eye Surgery/Lasik, Optometrists","{'Monday': '9:0-19:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-16:0'}",43252,RaJtsTni1A_NuzWAimUI4g,pRLm0ZhigEEpLdz1jCbdQA,5.0,0,0,0,"Had my initial eye exam done at another optometrist office. Came in to get a couple pairs of glasses, was able to get two adorable pairs, for about 150 less than  what ONE pair was to cost on a special at another eye dr. When I got my first pair in, the script seemed off, so the manager there was extremely nice and helped verify forst the measurements and that the lenses had the exact lense script, which lead to having a re- test of the script -which was done in office and sure enough it was my script. The ladies in the office were great, helpful and informative, as well as very personable. The optometrist there was wonderful.He was patient during the exam, didn't rush and made sure to give my eyes small breaks in between to keep my eyes from overstraining while figiring out the correct eye script. Felt very calm, not rushed to choose between ""1 or 2 "" in the slides and he was very knowledgeable in questions I had pertaining to eye health. Will definitely reccomend this office to everyone and will be coming back myself for sure. Thanks All about eyes!!!",2017-01-31 03:11:20
